x1,x2,y
323.8884943229083,203.89464526238442,0
343.45712469504673,191.43672707101024,0
338.0181400812164,202.14890345189318,0
328.9067535007256,212.82155977384093,0
332.43914113965997,203.46946920245503,0
317.8317973053914,206.72526640147677,0
329.7525645409288,216.39109829127372,0
340.73079830109765,206.42988056196162,0
346.39756085942196,227.45410305896834,0
326.03318539474554,195.64829552913005,0
355.6846155174034,206.49214468987384,0
320.7706144566702,235.17358980134128,0
326.1994104368974,226.89659077031726,0
341.2985963215125,216.0569791500389,0
357.54185215202114,226.02485793687052,0
333.58904639756867,257.5063618188059,0
339.2349544448035,247.7733196358415,0
320.20372051374056,264.1646051066474,0
335.9042386809734,268.1211732295312,0
350.8580062891199,253.87079227450423,0
361.927065462704,243.43798907349137,0
361.1572777158229,265.68659397160286,0
368.2015211717905,240.04820974558487,0
405.1989560987654,249.2604657277245,0
392.2743652346354,267.65932185130316,0
394.9002810972176,260.642557029783,0
414.97479927375065,278.6313824890507,0
400.59432919589256,267.4316716912184,0
393.3385662202535,260.86289090612365,0
425.45258487006555,265.009449034877,0
412.268474596044,262.2509767659597,0
437.9078765052601,273.2091926649109,0
435.87468292311013,295.91432801272174,0
423.2859518715128,271.1926534802667,0
453.2056105283698,264.0830664782852,0
447.8368476233936,239.89374348601476,0
472.8855124835629,198.84092351045138,0
491.925311524275,188.052984811325,0
513.9714391577069,164.89863915660064,0
490.3480506403763,159.77472218634875,0
500.4562405292421,170.08014345437437,0
510.91836079636766,159.3209529057187,0
504.488091689956,170.91915653482923,0
504.2866939927681,174.63273378899007,0
494.65852765077705,167.32129732933632,0
511.48136817569235,172.68838527930768,0
500.0314386631634,185.2383469510525,0
488.5388836333338,170.1387962237616,0
497.3667765628267,175.3825430193233,0
459.9700175131873,161.83523976718658,0
412.9047350833731,159.0205366813854,0
394.27584870126225,163.17476314899375,0
370.68719157168147,155.96920050811914,0
363.03961232178466,163.5274050995054,0
374.18151565191135,153.3083140395149,0
376.93667343066056,160.92872142882143,0
369.33054984426985,163.05538306693467,0
378.5111738596124,155.37004249085703,0
359.16269169162274,173.71670788091197,0
388.4350635908339,194.08851111033346,0
378.2127079929733,174.93730470649783,0
357.0863675911068,208.64568393753976,0
367.527393409037,216.3251393507558,0
356.7629138783779,192.91300899090695,0
353.39076518627246,198.32051300236637,0
287.15968369752136,226.7160959749484,0
276.5919720262401,219.50828717975145,0
255.4993518705216,225.49271892969483,0
244.6482474655382,195.1688857976704,0
246.611774540938,275.858510171822,1
226.38579713295445,247.6088894645989,1
243.04432637290665,219.3316522801358,1
234.8244105985461,212.67164868159514,1
217.94316071784078,242.62164897851952,1
225.95352720880175,204.6419355673029,1
217.59787020297145,213.30749471034673,1
242.10172665573324,209.42337250967884,1
249.76739773662925,201.376854266947,1
240.66589574760513,230.7597903232093,1
252.9530481683587,216.8050024912019,1
226.72874289830253,215.4326043274411,1
228.31654185323666,212.21644165831862,1
234.86886256615227,225.69461758567434,1
255.49328471409467,204.73374473708222,1
235.75805239917204,193.5069407330772,1
235.2867931695091,208.60286186774675,1
221.06557914087313,213.98951415973693,1
231.46840131669506,188.38577621313723,1
234.47054753743535,217.41925762218125,1
217.35764692757115,203.4043507588815,1
204.3469591581085,213.33117382648234,1
227.09221737275794,199.50949354316026,1
204.82664790515145,190.33094758148877,1
182.96547722639392,208.05132176131553,1
205.21026133770573,181.77302270630236,1
195.6980741193704,189.16437666637367,1
203.960481396991,181.52858013368348,1
177.7078838457423,192.35134582660848,1
213.35638017661688,166.61479677888744,1
192.32282063459365,172.44767546434443,1
198.7060537438146,184.6948590136061,1
199.29074870561305,166.958813663106,1
183.0463754132865,178.53050302937964,1
193.1182761057129,169.96521865674382,1
208.047858287121,133.54481631145626,1
196.46629253881727,125.12779050775157,1
210.42935747419455,116.05153208260072,1
198.3764786822653,107.88664271373898,1
227.54022530869764,112.9094201674389,1
203.45869088242807,117.89918624286071,1
204.09772383572906,121.58245058278101,1
222.4609372143497,95.65201558622147,1
207.32453499090676,131.1186077734959,1
204.76320075402106,95.81253527344046,1
209.70679140912293,100.23205953389913,1
223.34011673296547,114.9579781668736,1
240.91751782219717,114.4832604749119,1
211.46064359366363,91.87293915011736,1
218.7211417195474,125.55972301487276,1
263.71091206718125,93.29569206338317,1
307.2550547709659,117.0620392217914,1
293.1995570561544,106.87194415402735,1
300.71892290369385,125.05849340313051,1
314.07697341088664,129.55995896869172,1
311.1227321545613,130.02250160937416,1
325.65283129971965,119.12224543873913,1
324.4191099732296,137.9788750781339,1
314.8556203475054,120.9885293222207,1
322.98923924995995,136.48298858140072,1
338.59526461335537,132.82056600698974,1
336.60695519293387,135.95172743141666,1
315.2081442634302,160.12701496357533,1
323.5985227465698,163.08364498362047,1
320.67277365735276,152.15933458851634,1
284.8049363421476,149.66158149534056,1
310.6574878751869,145.67854489241404,1
305.7597875509607,173.3508532849082,1
299.76482617125515,164.38503740620746,1
276.0039478803841,197.9944042321085,1
282.7611937820152,199.57676655631423,1
282.69240740012134,199.81867339845172,1
271.29189947404836,190.01028044775853,1
294.40389874680056,172.38159984313177,1
269.1281986967328,174.90646724533025,1
280.4840616970711,164.89408955555018,1
278.31316756963787,162.9471477535746,1
261.73311535853327,154.16857634004265,1
275.72479011673084,182.4241532057825,1
273.77691374275065,160.1935215764705,1
263.79496932774833,158.81556923568795,1
263.25245008829256,135.03609432355057,1
254.3594851476368,135.93549232071257,1
265.9449893064806,103.60969195684766,1
272.2973460591934,125.20020216234212,1
290.9967447815492,126.7763900779729,1
282.5083048559598,127.84649331279059,1
290.77094591126576,101.59248154175879,1
265.34981157687776,121.37919503595248,1
269.2996271454889,104.37735585916016,1
265.1477081086465,119.17687692207835,1
264.9502611286309,103.95658601830002,1
277.4978590187687,104.90727225486285,1
247.01936371878793,127.20690117646097,1
250.91441583517832,88.45214771072102,1
260.72432916209704,125.44559649216171,1
257.4571719458017,89.30305185989823,1
227.24272401943855,111.19833748334116,1
232.33644610562575,89.6063778671371,1
233.71023608920052,113.6176953462637,1
248.7116999724356,105.82198423897415,1
236.3130662827807,127.51022604166303,1
225.60091225021364,108.75422094486578,1
206.2865690613916,129.69963941300807,1
201.06212269700873,136.80452470811053,1
208.11437083928723,156.88157673798239,1
187.91942192707089,146.35611235597727,1
191.04551478320667,152.7813534511052,1
173.76853487281798,185.3002855775688,1
193.9919105385833,175.6273123859197,1
158.13121113317783,178.2991777243978,1
168.13536251635185,169.86281735457197,1
166.6799835440991,192.3583558835706,1
180.04044719953825,196.55699473407577,1
197.0375337279805,203.5698338789819,1
171.45585152898224,177.5218706703153,1
187.80679059432086,209.93040506626403,1
196.17937524887,190.85607931759372,1
166.83124962864105,215.48508931412843,1
154.7604339068912,204.5457833288176,1
177.18572421048108,192.82549458079149,1
151.58142406459817,188.75347294372023,1
138.73806177516764,95.15021057696697,1
142.49429435271227,101.02983368986537,1
160.68682506132745,91.39635498463883,1
150.9692401088813,61.508704872569865,1
136.96399786210617,79.14640268840463,1
144.3945421091565,91.86075083694487,1
182.18873975339955,57.66757085317215,1
160.28020144036677,65.66098767493679,1
169.5728774213114,54.52971941571042,1
194.78781219758386,87.25888791061004,1
167.46518980497999,59.43000034992389,1
200.94654835875374,66.0598489690471,1
216.91819828263425,59.056509493011674,1
214.9922521409474,72.39392515216241,1
214.00608188620623,76.43321701313363,1
201.77796720426744,88.67913520112745,1
193.51716529307726,83.83469329374998,1
220.90206701076423,75.60927861089573,1
240.41605959498634,109.41139731242043,1
228.22182829495986,109.1298444733008,1
244.45279332958535,103.73552793706466,1
243.04556092568893,113.96844608044438,1
204.55284497042186,135.6091939043718,1
225.86433014376865,147.0189131715717,1
206.04511623213918,136.72724347165683,1
197.42204774491125,134.43793555165928,1
171.96782575876458,150.499303018885,1
190.59096659236508,133.10141648140615,1
177.49689428159382,159.02733145064727,1
171.6424030255872,163.0670510043824,1
192.3844194998066,141.68675607054507,1
175.8052960827345,138.14519734029483,1
182.98639861375335,134.969075823107,1
154.4514402867498,139.39318287575782,1
179.97752152644358,146.77132807946282,1
174.11126058215388,155.85684052278543,1
192.26715728434783,148.96666952531615,1
200.32610515814946,163.26021000463786,1
217.53796662599066,145.07079194751864,1
200.05297630226977,142.5096134822574,1
205.4840107193178,165.2133820303171,1
197.73199007936256,151.3174759499734,1
217.957432892637,144.44485693259952,1
192.6528102448581,175.7228295597663,1
171.6350398056301,195.66654201710355,1
169.4796929119372,192.8992176712523,1
158.09386197160342,170.46489582223572,1
161.618379337306,190.26047389855168,1
128.01487702048126,188.84085410978759,1
141.28323159761348,172.21064962882156,1
124.97754940007076,181.2800295133498,1
132.5161094104414,167.10453360408192,1
127.29017696328131,150.6235996184172,1
145.62745005598154,134.3257727203749,1
144.05850239403955,131.7727558034308,1
143.15075319262283,103.86227094723716,1
147.20713226018566,117.0669689652317,1
154.3335592962205,76.40665057402236,1
164.26740549432625,81.46077849527478,1
171.76567504804842,92.83543598028905,1
182.264661480016,77.29037421116027,1
193.1891789320486,67.22562267130803,1
172.17349009158644,91.60335370207594,1
170.65202688317208,84.66771193131075,1
188.6576851997925,72.05679217313059,1
175.4654078218437,86.96905384882439,1
174.36202695326182,75.5515463010758,1
170.36641963374998,110.3815896788575,1
174.99402690883608,87.08390998488483,1
194.6205219483031,117.74503583762424,1
201.29462661810243,118.60092530893087,1
214.81407773499444,127.39311561936046,1
217.84040424783464,147.01203266675608,1
182.6225319120136,143.13789569859222,1
195.70447964589704,140.953730032563,1
164.56174283605716,145.1539187054239,1
186.7899583633723,163.50221185781015,1
168.3457301207774,108.35176880265175,1
157.53807636133618,119.00736332208237,1
182.8031099842,100.2136919033473,1
178.51523340895463,103.66370054221323,1
156.6207121570543,93.92312676130922,1
170.25635637523834,118.80541653918993,1
171.9904044350315,101.63884449361029,1
166.5236135598859,126.57422278580941,1
169.9678746961236,148.41886588065947,1
164.2469284307445,127.55192266613312,1
154.14829984424523,164.20056876040044,1
151.16843876143707,159.6022862759273,1
181.19961527622365,183.46812298030935,1
154.94867549634486,173.42106800076215,1
174.82457864243182,213.53130408816207,1
156.3236184580543,192.61739005840582,1
136.5531805304981,190.81098919658533,1
146.33600637661166,215.819018701232,1
153.18853942676193,204.8126844501729,1
163.01684858946874,203.6143629962087,1
135.17843033187512,214.96516413689957,1
168.13371389032096,234.21130152357847,1
139.63608235526516,223.2021579731716,1
161.08019848174135,243.99968049213382,1
163.46928919803733,226.77890715372536,1
143.82187005595395,237.6862790414622,1
129.71351911598154,243.08279133250176,1
140.09416722789743,242.06527054662712,1
150.45546782376934,226.21899490963145,1
138.89339713389367,263.51403720892324,1
142.90156197431236,263.19917413917165,1
150.86955642071786,252.27712026954183,1
154.25962329462885,271.38422135648034,1
130.4889826848952,260.6564735863816,1
135.18633173195516,264.06648801468026,1
167.29548821591226,275.9271377271476,1
160.86490350256884,255.28620523590686,1
142.443326945879,268.43475098764105,1
137.4044159739252,251.46020654195212,1
148.23424893631474,255.45688402750648,1
141.66212179021412,283.43157314488616,1
141.1992735064953,247.5188084212125,1
170.81439425537653,270.7953500058523,1
153.21185577517898,278.12845567094234,1
172.86150851274175,261.33368775486383,1
174.56272742273563,238.452440708627,1
143.4092639324743,211.44484022768188,1
145.64972067763026,222.0683653157257,1
169.00212822572726,222.5564057787432,1
162.05690963607267,232.2265183132916,1
165.63771750385462,218.18918085366084,1
170.22864833107417,203.79801117438265,1
155.8280468294705,223.38265902488504,1
138.50531771452353,217.60029164509464,1
167.37190238111214,192.46515393505118,1
144.7439432501534,223.1971359204647,1
157.1631027076207,210.3741644340886,1
163.65510935442884,194.56344393143223,1
141.4168872697116,191.83537211032746,1
138.67263283217494,177.34708755481847,1
140.80633860822954,179.15961595091943,1
151.36877628515182,168.73410877490244,1
133.38390373051692,180.02084940455825,1
180.03435070591811,232.93588984399005,1
182.352872866334,213.80480877840165,1
187.20766598296564,253.01917259650494,1
167.2331117129787,256.6148633933657,1
155.66611662017445,265.1546161656835,1
152.26378077640052,264.00731545337663,1
159.25203331552427,253.39251304259307,1
148.87043494328458,241.5570833611908,1
148.14234014684502,254.14446174608372,1
162.17570830711148,273.586727579265,1
135.58996131602163,244.3459211352647,1
141.8565610271358,260.18479082500994,1
129.70997424359211,267.4859846333509,1
155.2863230854094,244.19363671777444,1
116.82303276244755,263.56179550636375,1
132.32086848395122,253.47286194011056,1
97.77632166132003,217.87243784469703,1
92.56944082510917,227.01199307976205,1
80.9862394866821,245.66993938455377,1
80.27999900614793,233.30588821245752,1
73.68454378971688,209.43042476881573,1
70.56334303535587,218.63071038067284,1
84.30449857424513,206.02748691800227,1
81.90126449822951,222.8315053135524,1
82.90141280866712,199.76531504717343,1
70.3379958489188,222.379127765375,1
71.54127047858236,206.7193048080256,1
103.98699770789956,207.67501226626865,1
106.72762792114624,197.47754446981605,1
73.07438480805146,188.65519340268006,1
114.36524599783164,185.76358906428882,1
88.3744364191529,181.7567204406624,1
97.0163327962246,169.79449658377303,1
108.46350719410039,166.8750875959448,1
116.37468377614736,166.38906310822892,1
97.2164691464982,200.74506783197137,1
116.11991256722318,206.82431500344848,1
101.75207823161583,185.54278324948064,1
123.50566615212676,184.8185449498575,1
117.45968095443983,197.3207650165555,1
124.0644611599703,167.74660908195668,1
98.5750273717788,178.1054363959764,1
117.07363031785691,178.08306871716815,1
132.97208023720253,185.62269998785865,1
157.73798564580133,185.39988772871743,1
127.62159535390472,220.11744810385346,1
162.47798033812302,210.98173735198722,1
163.07935396903108,230.43345945516495,1
114.16828727182394,207.0240388455749,1
143.0308603197102,210.0895672885787,1
131.8900443050105,218.73583162703818,1
130.30178797247262,241.98803222583078,1
135.43701425104064,239.32734679965571,1
121.08915208748593,213.7125598512523,1
124.74960841976397,211.24927521461962,1
91.92786251312398,225.2407867953665,1
120.12801605254754,242.1181367861903,1
101.28800640155443,241.12846906924784,1
73.6288314401348,230.19499499187387,1
95.17317720124883,204.00229593136885,1
96.98548536345189,218.69193658604337,1
87.50796508298308,210.4868043340388,1
82.64916311233647,198.31503237162252,1
100.25492578839393,171.63991135050915,1
67.13781884843816,168.8604525980634,1
87.65472874659321,165.24090379658236,1
88.68308856824167,174.9397877974484,1
83.43385090728542,190.17740693287567,1
113.429291827904,176.45532108440452,1
120.92068202952993,185.94168655001482,1
125.73531208997635,159.49496564681866,1
126.21272661265043,165.82568074871074,1
127.39605539688591,141.92192007854982,1
113.07421504501494,142.69210193601765,1
147.54317351260616,129.12894792403688,1
140.6451619154693,130.38454255088362,1
133.4865063744941,123.45951328288163,1
156.1064048630935,126.56211599316231,1
169.04169941417874,128.27669616387942,1
167.90390333885844,139.45695579519275,1
167.1235320946214,118.80425330348714,1
171.30243083748653,109.42151201923832,1
156.42840260370016,127.1095252520995,1
169.41331391408258,117.74210453801231,1
144.1889865985043,103.79787040044613,1
183.96021748711837,131.9307327732821,1
181.71346906125834,124.51913535435398,1
184.6176633062362,105.09599162981709,1
174.95250665465795,92.1435088755511,1
169.9418109201456,97.13541018173095,1
155.86732987631973,85.97627034752941,1
183.5529032933633,77.12448862496154,1
192.59268515082206,72.61886124813293,1
156.30138382625057,90.84567724431815,1
174.25311856107302,76.4374661926891,1
187.47725483360648,88.2225748381208,1
190.7234434670881,56.575707416317755,1
172.68232988013466,61.53723443077041,1
168.82972425667205,58.25803272514486,1
165.7031562328003,72.18092959908142,1
198.7896348280986,76.94740277104836,1
191.71966512322726,72.41452583971721,1
198.13031461229298,65.4137004250419,1
207.75990329634433,60.75099151897177,1
220.48841022640102,65.0827543215259,1
201.43956157195385,43.48839325706899,1
225.65070525370058,54.921399542444874,1
234.2469649759324,41.31374918558237,1
253.33584809440225,41.572061479319416,1
257.00971709666305,32.74073294901768,1
246.45903681288618,33.29611411564542,1
259.30735711821984,46.42628385379936,1
247.39413671540436,54.34268452248483,1
268.50535521046066,54.05918060882436,1
253.5373484821294,50.83497617954197,1
284.51464024045856,44.56683068044765,1
257.406676556117,49.48749738434583,1
257.5197302758226,63.268268422645235,1
283.1245818717526,32.07232252476274,1
282.24032425812305,74.56618303438961,1
276.03684863273395,61.16599088233704,1
281.30330446854924,51.76691644135457,1
253.39831600884477,50.30876726215723,1
268.01938126259915,51.05401860297195,1
258.8228028053778,63.067746625129985,1
274.18901251119365,98.82449128538093,1
271.4045354471287,99.35589742925953,1
261.9531864132007,69.37444218184066,1
245.93454554968568,90.69140914115508,1
258.4511364468896,86.07287480870514,1
277.1764633553104,81.1990078797711,1
258.2888988318324,113.72822704146608,1
262.05799183823626,105.2568744612696,1
258.6780207197384,80.76639065244126,1
268.8628811218418,90.42616083646067,1
272.6171064619524,107.24704375964728,1
267.5109604720849,85.26949197899552,1
245.22650795299433,97.3871174059172,1
233.81036059456767,92.25692054832126,1
258.91579324512105,113.40864827048335,1
241.3789313438973,85.83163782274062,1
254.76016365626282,84.4015231066374,1
278.1356532741697,67.51545686091595,1
276.9393796305166,75.0368027234897,1
288.31425041457777,49.30668588800614,1
287.48182118959323,63.24109053376128,1
311.8277275149718,45.96975459638037,1
284.2888220949968,60.495382005581234,1
320.8462065696085,65.42948804391153,1
314.3960602397643,54.68708082133497,1
313.1796221508197,48.424364338018734,1
322.10173798074,59.0649579528681,1
293.8214130570205,84.18473844578847,1
291.81699880153326,74.46728219282875,1
321.214408912607,64.16938488750952,1
285.71666511003895,58.991517797701704,1
301.0822659586342,93.44390168477395,1
296.21205351594944,95.76436987594514,1
318.18531550210145,85.62228208453422,1
317.1162728497143,76.13783718318075,1
288.1748676341138,107.88629083861417,1
307.97606939458603,102.8892103583567,1
305.91359824647503,86.41840386176125,1
319.05465782248115,94.80127470137512,1
285.97826395715964,114.50903642546916,1
313.3638479160198,97.94105605247245,1
296.8150188739565,113.29367710800142,1
309.98534832701876,100.37387713567608,1
287.3777432352549,115.84631594826885,1
299.1148911493746,98.00564870237025,1
274.8142992808785,107.98927484954493,1
278.9045963166869,107.74276046502729,1
294.7949924591624,86.71730448938115,1
259.87455242308016,88.5266182859923,1
244.69649415386513,96.4397541556022,1
247.10224234501442,83.22558537966762,1
258.9652398336468,101.89486789526035,1
260.0442096906397,74.38526364291721,1
273.77406454638935,83.5738230873111,1
274.47007802536405,48.43941486072805,1
265.18051075721615,42.8962052973979,1
258.4930729201942,74.0483730588179,1
267.6652002758201,67.36900293347725,1
285.4658213428495,73.94251981196436,1
286.41398286875443,47.716644996170714,1
264.8848341523348,74.78944999244908,1
299.8737814952701,42.51875682373333,1
277.14346176439784,40.20009607035928,1
263.75697320033237,67.91492470649882,1
293.8249785982632,57.567662838695185,1
284.95505336321526,74.27406832362237,1
259.21930535315687,73.31835572253271,1
278.20122046524097,73.42805462680394,1
239.75109589515907,79.40280702804228,1
239.15439011242498,66.16171529376533,1
218.98325456447446,87.96069440464612,1
187.59949838711123,94.69071958309132,1
147.12243991890858,101.79805378734926,1
149.34209261854383,146.23359565993175,1
118.55300566256977,171.0015424689445,1
145.95729281434893,207.17980113021315,1
130.8194561753974,256.9663323020871,1
128.24911621669753,243.96197974879294,1
116.68755880659184,258.3692858535909,1
120.47942585959578,281.7536064639951,1
102.34828830770266,293.21152013454457,1
108.04049715818091,271.4048356646199,1
123.0091481588994,271.2643236681104,1
127.23315735243784,303.4747401646839,1
124.56106106620892,290.0686398661034,1
151.19134673274763,293.63609984819425,1
150.09113763299476,291.022285056368,1
163.4607262866486,294.91597534690686,1
173.85179301127897,316.4165898722707,1
147.65085319864957,314.5779951512988,1
169.17969737011393,301.59213039673904,1
187.45751527612956,289.6619247067156,1
192.07864828759446,304.6821522505973,1
196.48169434005,301.9098760507548,1
164.91110475180497,304.450688379756,1
204.39173837665496,325.5545587479281,1
203.86464194104624,318.74691533873647,1
164.96796761554194,318.4335585529835,1
174.78744725842824,315.55077688972165,1
203.39163462374643,291.6314119477306,1
176.69803982467127,277.6821920420955,1
152.7187730287377,274.8106332015228,1
176.53509621360922,277.89199438674285,1
145.31294975842235,280.17355583270535,1
162.16084203966963,283.67667544665346,1
139.54247820742117,279.6973469032333,1
168.0636776300574,269.3542451568097,1
156.95365189146017,281.34720464181197,1
142.5230716302804,266.4995927876227,1
339.6787178092078,239.72791106213268,0
324.67535442210146,260.93977886515916,0
392.33001477428684,250.73079493422756,0
426.2440610564943,226.56890815989772,0
439.73024448378754,224.64357331381936,0
433.0151090852151,221.36767651521586,0
436.9935739600831,238.24210421231192,0
430.99722330221374,220.49231351733826,0
436.32506135547715,229.30773598556448,0
447.85489639785806,206.54150026319542,0
448.1403497948031,237.47886679924488,0
456.6157092918159,213.64830011393715,0
457.2124220560905,230.40793280308603,0
466.7413835999361,204.50667372808365,0
433.51890651391494,236.63418086944665,0
433.09106164665815,195.68499246797955,0
425.72578769493697,194.54963368303174,0
436.2048644799218,209.94529240237077,0
424.2921042415079,202.787845469197,0
448.7613516475205,186.57828407717952,0
424.2659325254934,190.68591854492672,0
412.6430375869691,188.89513847724666,0
396.4288525279949,202.838235215243,0
413.1400019924881,206.4891106529336,0
392.3638879154537,201.91329476055265,0
374.12708923662626,183.11671898832336,0
396.2580706054144,172.1812486073714,0
371.61545011065965,176.25694158820525,0
359.53933236423364,172.65999346095427,0
366.65838600709503,181.46193928689638,0
328.3480268832608,195.52535732963932,0
360.6942668715135,181.92082847940864,0
340.1166351500144,184.87865562425947,0
340.7226939971971,180.14073003762826,0
356.4183526805719,196.92800954790889,0
336.32260861456143,195.4673837794716,0
325.1165904644775,196.47382766105898,0
333.7095216120884,224.87361619193018,0
354.889349319784,242.43057145699277,0
334.0726465017744,206.71368564069687,0
353.10829792767595,237.3133071681354,0
315.90562416360984,233.5583066684496,0
314.5939095525795,261.6805868654858,0
321.48845133097257,235.6708253790622,0
318.5219816161159,267.9740236176258,0
330.33511442914227,263.9594424214515,0
321.71427602412734,291.91165629081326,0
346.66297205417214,262.9827415360901,0
346.8444768666777,284.44434934921134,0
336.76457019397697,297.25390960759574,0
304.38787866362503,301.0591926993468,0
314.738177524042,274.2138662025054,0
308.03226715702726,277.35164512383795,0
296.1827647123585,305.7175934499133,0
297.22815422441755,283.29501060958756,0
293.3308194454139,287.1688372897594,0
294.77705272621694,319.0870254266941,0
299.0118632961615,284.80940828636994,0
298.68532269167434,308.8492349528265,0
315.78871992361314,301.76168749740543,0
297.4464831834587,304.0081764263451,0
278.9826345792435,287.47845842999754,0
299.8106906881308,270.8987474817499,0
262.1945970843707,306.3195559622066,0
291.1961952123795,286.77050110350285,0
274.5875072708587,257.1314371474866,0
286.846688092008,264.5221807988223,0
250.31320440557795,247.35183265081258,0
247.12361406249275,251.97755642650353,0
244.8769619872342,243.6811059038911,0
280.2450542485942,276.08640889487583,0
269.46100654893684,266.9215382619817,0
265.8589003241009,219.66049885856916,0
257.9339982162293,249.73632019199283,0
271.9399897789124,207.2065221322341,0
279.96901954821084,226.31063531308192,0
261.5815813702089,213.74810332188247,0
245.53707853224992,207.4796358301302,0
240.77406539370062,208.50200465617957,0
245.643365671889,186.99917585084833,0
266.6912828501434,191.36293802543094,0
277.8065870729548,147.19115642469518,0
295.7723256415032,137.65670606055318,0
295.7610408982629,146.747015451506,0
300.53857521031847,154.73634098104532,0
277.65983765513204,149.1312083389879,0
281.6317633892466,132.5889745104452,0
292.36143014659257,128.7039929146805,0
315.06549177555144,109.70909444894556,0
348.51405726071755,119.18214868181093,0
353.3334615678444,101.82890217636083,0
351.72198532236285,138.43094739356036,0
372.74666630098807,102.93764139436706,0
367.1762973899088,101.11150924332986,0
357.21612713325493,114.71434430719785,0
360.9065388559509,131.83622672511598,0
393.2663015374166,105.52066534188674,0
377.77577619470355,112.08798338064946,0
369.78784077324735,112.54073605208458,0
356.659880129132,127.63329477973627,0
372.5766146922622,137.86344655928997,0
361.5546765550077,152.8730666258096,0
368.241862382112,162.79757733857087,0
363.9075461817152,164.92420270691724,0
352.0235619477231,168.9120155712724,0
346.00753532206295,168.21591703181585,0
369.01030996016055,218.83971904972503,0
342.0759871923313,225.9228227139275,0
340.1630599450047,228.6050729577433,0
318.1492340283094,209.81075521478496,0
326.16915993021047,217.55058954777638,0
286.0355911980863,241.69695907813698,0
274.4290172845171,214.22451818446328,0
284.41188759789696,250.68254188305227,0
254.4252515096759,263.2507867630216,0
232.85520996329421,246.78324793953993,0
230.67114331870005,273.1567406150353,0
230.30192617629308,306.76584647869396,0
239.84740300774112,301.2472385403736,0
224.9332400688779,300.8892114775478,0
243.90821685666606,326.94909991032455,0
218.43045350675584,313.1703946821368,0
224.27807946763534,314.3495582262992,0
222.9457833496523,307.7028827684611,0
235.8043694131785,291.23421407933733,0
241.6143629674097,293.06774837678034,0
253.70363939398507,301.8360160722934,0
255.5409932474576,272.6045309626881,0
255.97094732068143,275.3364636969686,0
246.46504794590683,260.04810403514614,0
253.2803849614848,243.99354989657962,0
260.05129231469596,263.48977012940566,0
260.26526880951053,249.7746336880511,0
269.15215805243076,237.43306741034934,0
259.06870842833354,234.27982699586823,0
277.28853823744333,217.44748753894152,0
280.6475968588783,205.72108052833636,0
254.4063512691147,202.37604874412125,0
274.0643818063598,195.1344168030779,0
272.17815715333273,185.1594821997092,0
241.63754118200106,202.67622202542987,0
282.3831114804056,204.22068068765898,0
272.9767169311279,188.92341148096307,0
286.0833131307808,161.62159629692874,0
290.41665615083906,189.06752146338812,0
280.4085257007655,157.78234206554058,0
307.4372277879702,173.7416693376112,0
315.31082131844414,159.93999678483823,0
288.96002544583826,162.79616938892553,0
296.28804073408963,142.7916042311503,0
302.60428358760123,150.79181884222945,0
331.76616664689783,128.1471134032252,0
335.7761691564323,138.44158646013085,0
